t_ms,photo,leftTicks,rightTicks,dLeft,dRight,mode,cmd,leftPWM,rightPWM
4860,77,0,0,0,0,M,s,0,0
4880,83,0,0,0,0,M,s,0,0
4900,81,0,0,0,0,M,s,0,0
4920,75,0,0,0,0,M,s,0,0
4940,86,0,0,0,0,M,s,0,0
4960,77,0,0,0,0,M,s,0,0
4980,84,0,0,0,0,M,s,0,0
5000,81,0,0,0,0,M,s,0,0
5020,76,0,0,0,0,M,s,0,0
5040,86,0,0,0,0,M,s,0,0
5060,77,0,0,0,0,M,s,0,0
5080,84,0,0,0,0,M,s,0,0
5100,80,0,0,0,0,M,s,0,0
5120,76,0,0,0,0,M,s,0,0
5140,85,0,0,0,0,M,s,0,0
5160,77,0,0,0,0,M,s,0,0
5180,85,0,0,0,0,M,s,0,0
5200,80,0,0,0,0,M,s,0,0
5220,77,0,0,0,0,M,s,0,0
5240,85,0,0,0,0,M,s,0,0
5260,77,0,0,0,0,M,s,0,0
5280,86,0,0,0,0,M,s,0,0
5300,80,0,0,0,0,M,s,0,0
5320,78,0,0,0,0,M,s,0,0
5340,84,0,0,0,0,M,s,0,0
5360,76,0,0,0,0,M,s,0,0
5380,86,0,0,0,0,M,s,0,0
5400,79,0,0,0,0,M,s,0,0
5420,79,0,0,0,0,M,s,0,0
5440,84,0,0,0,0,M,s,0,0
5460,76,0,0,0,0,M,s,0,0
5480,87,0,0,0,0,M,s,0,0
5500,79,0,0,0,0,M,s,0,0
5520,80,0,0,0,0,M,s,0,0
5540,83,0,0,0,0,M,s,0,0
5560,76,0,0,0,0,M,s,0,0
5580,87,0,0,0,0,M,s,0,0
5600,79,0,0,0,0,M,s,0,0
5620,80,0,0,0,0,M,s,0,0
5640,83,0,0,0,0,M,s,0,0
5660,75,0,0,0,0,M,s,0,0
5680,87,0,0,0,0,M,s,0,0
5700,78,0,0,0,0,M,s,0,0
5720,81,0,0,0,0,M,s,0,0
5740,82,0,0,0,0,M,s,0,0
5760,75,0,0,0,0,M,s,0,0
5780,88,0,0,0,0,M,s,0,0
5800,78,0,0,0,0,M,s,0,0
5820,82,0,0,0,0,M,s,0,0
5840,82,0,0,0,0,M,s,0,0
5860,75,0,0,0,0,M,s,0,0
5880,87,0,0,0,0,M,s,0,0
5900,78,0,0,0,0,M,s,0,0
5920,83,0,0,0,0,M,s,0,0
5940,81,0,0,0,0,M,s,0,0
5960,75,0,0,0,0,M,s,0,0
5980,87,0,0,0,0,M,s,0,0
6000,77,0,0,0,0,M,s,0,0
6020,83,0,0,0,0,M,s,0,0
6040,81,0,0,0,0,M,s,0,0
6060,76,0,0,0,0,M,s,0,0
6080,86,0,0,0,0,M,s,0,0
6100,77,0,0,0,0,M,s,0,0
6120,84,0,0,0,0,M,s,0,0
6140,81,0,0,0,0,M,s,0,0
6160,76,0,0,0,0,M,s,0,0
6180,85,0,0,0,0,M,s,0,0
6200,77,0,0,0,0,M,s,0,0
6220,84,0,0,0,0,M,s,0,0
6240,80,0,0,0,0,M,s,0,0
6260,77,0,0,0,0,M,s,0,0
6280,85,0,0,0,0,M,s,0,0
6300,77,0,0,0,0,M,s,0,0
6320,85,0,0,0,0,M,s,0,0
6340,80,0,0,0,0,M,s,0,0
6360,77,0,0,0,0,M,s,0,0
6380,84,0,0,0,0,M,s,0,0
6400,76,0,0,0,0,M,s,0,0
6420,86,0,0,0,0,M,s,0,0
6440,79,0,0,0,0,M,s,0,0
6460,78,0,0,0,0,M,s,0,0
6480,84,0,0,0,0,M,s,0,0
6500,76,0,0,0,0,M,s,0,0
6520,86,0,0,0,0,M,s,0,0
6540,79,0,0,0,0,M,s,0,0
6560,79,0,0,0,0,M,s,0,0
6580,84,0,0,0,0,M,s,0,0
6600,76,0,0,0,0,M,s,0,0
6620,87,0,0,0,0,M,s,0,0
6640,79,0,0,0,0,M,s,0,0
6660,80,0,0,0,0,M,s,0,0
6680,83,0,0,0,0,M,s,0,0
6700,76,0,0,0,0,M,s,0,0
6720,87,0,0,0,0,M,s,0,0
6740,78,0,0,0,0,M,s,0,0
6760,80,0,0,0,0,M,s,0,0
6780,83,0,0,0,0,M,s,0,0
6800,75,0,0,0,0,M,s,0,0
6820,87,0,0,0,0,M,s,0,0
6840,78,0,0,0,0,M,s,0,0
6860,81,0,0,0,0,M,w,200,170
6880,83,0,0,0,0,M,w,200,170
6900,75,0,0,0,0,M,w,200,170
6920,87,0,0,0,0,M,w,200,170
6940,78,0,0,0,0,M,w,200,170
6960,81,0,0,0,0,M,w,200,170
6980,82,0,0,0,0,M,w,200,170
7000,75,0,0,0,0,M,w,200,170
7020,87,0,0,0,0,M,w,200,170
7040,78,0,0,0,0,M,w,200,170
7060,82,0,0,0,0,M,w,200,170
7080,82,0,0,0,0,M,w,200,170
7100,75,0,0,0,0,M,s,0,0
7120,86,0,0,0,0,M,s,0,0
7140,77,0,0,0,0,M,s,0,0
7160,83,0,0,0,0,M,s,0,0
7180,81,0,0,0,0,M,s,0,0
7200,76,0,0,0,0,M,s,0,0
7220,86,0,0,0,0,M,s,0,0
7240,77,0,0,0,0,M,s,0,0
7260,84,0,0,0,0,M,s,0,0
7280,80,0,0,0,0,M,s,0,0
7300,76,0,0,0,0,M,s,0,0
7320,85,0,0,0,0,M,s,0,0
7340,77,0,0,0,0,M,s,0,0
7360,85,0,0,0,0,M,s,0,0
7380,80,0,0,0,0,M,s,0,0
7400,77,0,0,0,0,M,s,0,0
7420,85,0,0,0,0,M,s,0,0
7440,77,0,0,0,0,M,w,200,170
7460,85,0,0,0,0,M,w,200,170
7480,80,0,0,0,0,M,w,200,170
7500,77,0,0,0,0,M,w,200,170
7520,85,0,0,0,0,M,w,200,170
7540,77,0,0,0,0,M,w,200,170
7560,85,0,0,0,0,M,w,200,170
7580,79,0,0,0,0,M,s,0,0
7600,79,0,0,0,0,M,s,0,0
7620,84,0,0,0,0,M,s,0,0
7640,76,0,0,0,0,M,s,0,0
7660,86,0,0,0,0,M,s,0,0
7680,79,0,0,0,0,M,s,0,0
7700,79,0,0,0,0,M,s,0,0
7720,83,0,0,0,0,M,s,0,0
7740,76,0,0,0,0,M,s,0,0
7760,87,0,0,0,0,M,s,0,0
7780,79,0,0,0,0,M,s,0,0
7800,80,0,0,0,0,M,w,200,170
7820,83,0,0,0,0,M,w,200,170
7840,76,0,0,0,0,M,w,200,170
7860,87,0,0,0,0,M,s,0,0
7880,78,0,0,0,0,M,s,0,0
7900,81,0,0,0,0,M,s,0,0
7920,82,0,0,0,0,M,s,0,0
7940,75,0,0,0,0,M,s,0,0
7960,87,0,0,0,0,M,s,0,0
7980,79,0,0,0,0,M,w,200,170
8000,81,0,0,0,0,M,w,200,170
8020,82,0,0,0,0,M,w,200,170
8040,75,0,0,0,0,M,w,200,170
8060,87,0,0,0,0,M,s,0,0
8080,78,0,0,0,0,M,s,0,0
8100,82,0,0,0,0,M,s,0,0
8120,81,0,0,0,0,M,s,0,0
8140,75,0,0,0,0,M,s,0,0
8160,87,0,0,0,0,M,s,0,0
8180,78,0,0,0,0,M,s,0,0
8200,83,0,0,0,0,M,s,0,0
8220,81,0,0,0,0,M,s,0,0
8240,76,0,0,0,0,M,s,0,0
8260,86,0,0,0,0,M,s,0,0
8280,77,0,0,0,0,M,s,0,0
8300,84,0,0,0,0,M,s,0,0
8320,81,0,0,0,0,M,s,0,0
8340,76,0,0,0,0,M,s,0,0
8360,86,0,0,0,0,M,s,0,0
8380,77,0,0,0,0,M,s,0,0
8400,84,0,0,0,0,M,s,0,0
8420,80,0,0,0,0,M,s,0,0
8440,76,0,0,0,0,M,s,0,0
8460,85,0,0,0,0,M,s,0,0
8480,76,0,0,0,0,M,s,0,0
8500,85,0,0,0,0,M,s,0,0
8520,80,0,0,0,0,M,s,0,0
8540,77,0,0,0,0,M,s,0,0
8560,85,0,0,0,0,M,s,0,0
8580,77,0,0,0,0,M,s,0,0
8600,86,0,0,0,0,M,s,0,0
8620,80,0,0,0,0,M,s,0,0
8640,78,0,0,0,0,M,s,0,0
8660,84,0,0,0,0,M,s,0,0
8680,76,0,0,0,0,M,s,0,0
8700,86,0,0,0,0,M,s,0,0
8720,79,0,0,0,0,M,s,0,0
8740,79,0,0,0,0,M,s,0,0
8760,84,0,0,0,0,M,s,0,0
8780,76,0,0,0,0,M,s,0,0
8800,87,0,0,0,0,M,s,0,0
8820,79,0,0,0,0,M,s,0,0
8840,80,0,0,0,0,M,s,0,0
8860,83,0,0,0,0,M,s,0,0
8880,76,0,0,0,0,M,s,0,0
8900,87,0,0,0,0,M,s,0,0
8920,79,0,0,0,0,M,s,0,0
8940,80,0,0,0,0,M,s,0,0
8960,83,0,0,0,0,M,s,0,0
8980,75,0,0,0,0,M,s,0,0
9000,88,0,0,0,0,M,s,0,0
9020,79,0,0,0,0,M,s,0,0
9040,82,0,0,0,0,M,s,0,0
9060,82,0,0,0,0,M,s,0,0
9080,75,0,0,0,0,M,s,0,0
9100,88,0,0,0,0,M,s,0,0
9120,78,0,0,0,0,M,s,0,0
9140,82,0,0,0,0,M,s,0,0
9160,82,0,0,0,0,M,s,0,0
9180,76,0,0,0,0,M,s,0,0
9200,87,0,0,0,0,M,s,0,0
9220,78,0,0,0,0,M,s,0,0
9240,83,0,0,0,0,M,s,0,0
9260,82,0,0,0,0,M,s,0,0
9280,76,0,0,0,0,M,s,0,0
9300,87,0,0,0,0,M,s,0,0
9320,78,0,0,0,0,M,s,0,0
9340,84,0,0,0,0,M,s,0,0
9360,81,0,0,0,0,M,s,0,0
9380,76,0,0,0,0,M,s,0,0
9400,87,0,0,0,0,M,s,0,0
9420,78,0,0,0,0,M,s,0,0
9440,85,0,0,0,0,M,s,0,0
9460,81,0,0,0,0,M,s,0,0
9480,76,0,0,0,0,M,s,0,0
9500,86,0,0,0,0,M,s,0,0
9520,77,0,0,0,0,M,s,0,0
9540,85,0,0,0,0,M,s,0,0
9560,81,0,0,0,0,M,s,0,0
9580,77,0,0,0,0,M,s,0,0
9600,85,0,0,0,0,M,s,0,0
9620,77,0,0,0,0,M,s,0,0
9640,86,0,0,0,0,M,s,0,0
9660,80,0,0,0,0,M,s,0,0
9680,78,0,0,0,0,M,s,0,0
9700,85,0,0,0,0,M,s,0,0
9720,77,0,0,0,0,M,s,0,0
9740,86,0,0,0,0,M,s,0,0
9760,80,0,0,0,0,M,s,0,0
9780,79,0,0,0,0,M,s,0,0
9800,84,0,0,0,0,M,s,0,0
9820,76,0,0,0,0,M,s,0,0
9840,87,0,0,0,0,M,s,0,0
9860,79,0,0,0,0,M,s,0,0
9880,79,0,0,0,0,M,s,0,0
9900,84,0,0,0,0,M,s,0,0
9920,76,0,0,0,0,M,s,0,0
9940,87,0,0,0,0,M,s,0,0
9960,79,0,0,0,0,M,s,0,0
9980,80,0,0,0,0,M,s,0,0
10000,84,0,0,0,0,M,s,0,0
10020,76,0,0,0,0,M,s,0,0
10040,88,0,0,0,0,M,s,0,0
10060,79,0,0,0,0,M,s,0,0
10080,81,0,0,0,0,M,s,0,0
10100,83,0,0,0,0,M,s,0,0
10120,76,0,0,0,0,M,s,0,0
10140,88,0,0,0,0,M,s,0,0
10160,79,0,0,0,0,M,s,0,0
10180,82,0,0,0,0,M,s,0,0
10200,83,0,0,0,0,M,s,0,0
10220,76,0,0,0,0,M,s,0,0
10240,88,0,0,0,0,M,s,0,0
10260,78,0,0,0,0,M,s,0,0
10280,82,0,0,0,0,M,s,0,0
10300,82,0,0,0,0,M,s,0,0
10320,76,0,0,0,0,M,s,0,0
10340,88,0,0,0,0,M,s,0,0
10360,78,0,0,0,0,M,s,0,0
10380,83,0,0,0,0,M,s,0,0
10400,82,0,0,0,0,M,s,0,0
10420,76,0,0,0,0,M,s,0,0
10440,87,0,0,0,0,M,s,0,0
10460,78,0,0,0,0,M,s,0,0
10480,83,0,0,0,0,M,s,0,0
10500,81,0,0,0,0,M,s,0,0
10520,76,0,0,0,0,M,s,0,0
10540,86,0,0,0,0,M,s,0,0
10560,77,0,0,0,0,M,s,0,0
10580,84,0,0,0,0,M,s,0,0
10600,81,0,0,0,0,M,s,0,0
10620,76,0,0,0,0,M,s,0,0
10640,86,0,0,0,0,M,s,0,0
10660,77,0,0,0,0,M,s,0,0
10680,85,0,0,0,0,M,s,0,0
10700,80,0,0,0,0,M,s,0,0
10720,77,0,0,0,0,M,s,0,0
10740,85,0,0,0,0,M,s,0,0
10760,76,0,0,0,0,M,s,0,0
10780,84,0,0,0,0,M,s,0,0
10800,79,0,0,0,0,M,s,0,0
10820,77,0,0,0,0,M,s,0,0
10840,84,0,0,0,0,M,s,0,0
10860,76,0,0,0,0,M,s,0,0
10880,84,0,0,0,0,M,s,0,0
10900,79,0,0,0,0,M,s,0,0
10920,77,0,0,0,0,M,s,0,0
10940,83,0,0,0,0,M,s,0,0
10960,75,0,0,0,0,M,s,0,0
10980,85,0,0,0,0,M,s,0,0
11000,78,0,0,0,0,M,s,0,0
11020,78,0,0,0,0,M,s,0,0
11040,83,0,0,0,0,M,s,0,0
11060,76,0,0,0,0,M,s,0,0
11080,86,0,0,0,0,M,s,0,0
11100,79,0,0,0,0,M,s,0,0
11120,80,0,0,0,0,M,s,0,0
11140,83,0,0,0,0,M,s,0,0
11160,76,0,0,0,0,M,s,0,0
11180,88,0,0,0,0,M,s,0,0
11200,80,0,0,0,0,M,s,0,0
11220,82,0,0,0,0,M,s,0,0
11240,84,0,0,0,0,M,s,0,0
11260,78,0,0,0,0,M,s,0,0
11280,89,0,0,0,0,M,s,0,0
11300,81,0,0,0,0,M,s,0,0
11320,84,0,0,0,0,M,s,0,0
11340,85,0,0,0,0,M,s,0,0
11360,79,0,0,0,0,M,s,0,0
11380,90,0,0,0,0,M,s,0,0
11400,81,0,0,0,0,M,s,0,0
11420,86,0,0,0,0,M,s,0,0
11440,86,0,0,0,0,M,s,0,0
11460,79,0,0,0,0,M,s,0,0
11480,91,0,0,0,0,M,s,0,0
11500,82,0,0,0,0,M,s,0,0
11520,87,0,0,0,0,M,s,0,0
11540,86,0,0,0,0,M,s,0,0
11560,80,0,0,0,0,M,s,0,0
11580,92,0,0,0,0,M,s,0,0
11600,83,0,0,0,0,M,s,0,0
11620,89,0,0,0,0,M,s,0,0
11640,87,0,0,0,0,M,s,0,0
11660,81,0,0,0,0,M,s,0,0
11680,92,0,0,0,0,M,s,0,0
11700,84,0,0,0,0,M,s,0,0
11720,90,0,0,0,0,M,s,0,0
11740,87,0,0,0,0,M,s,0,0
11760,82,0,0,0,0,M,s,0,0
11780,92,0,0,0,0,M,s,0,0
11800,84,0,0,0,0,M,s,0,0
11820,91,0,0,0,0,M,s,0,0
11840,87,0,0,0,0,M,s,0,0
11860,83,0,0,0,0,M,s,0,0
11880,91,0,0,0,0,M,s,0,0
