t_ms,photo,leftTicks,rightTicks,dLeft,dRight,mode,cmd,leftPWM,rightPWM
4720,16,0,0,0,0,M,s,0,0
4740,16,0,0,0,0,M,s,0,0
4760,16,0,0,0,0,M,s,0,0
4780,16,0,0,0,0,M,s,0,0
4800,16,0,0,0,0,M,s,0,0
4820,16,0,0,0,0,M,s,0,0
4840,16,0,0,0,0,M,s,0,0
4860,16,0,0,0,0,M,s,0,0
4880,16,0,0,0,0,M,s,0,0
4900,16,0,0,0,0,M,s,0,0
4920,16,0,0,0,0,M,s,0,0
4940,16,0,0,0,0,M,s,0,0
4960,16,0,0,0,0,M,s,0,0
4980,16,0,0,0,0,M,s,0,0
5000,16,0,0,0,0,M,s,0,0
5020,16,0,0,0,0,M,s,0,0
5040,16,0,0,0,0,M,s,0,0
5060,16,0,0,0,0,M,s,0,0
5080,16,0,0,0,0,M,s,0,0
5100,16,0,0,0,0,M,s,0,0
5120,16,0,0,0,0,M,s,0,0
5140,16,0,0,0,0,M,s,0,0
5160,16,0,0,0,0,M,s,0,0
5180,16,0,0,0,0,M,s,0,0
5200,16,0,0,0,0,M,s,0,0
5220,16,0,0,0,0,M,s,0,0
5240,16,0,0,0,0,M,s,0,0
5260,16,0,0,0,0,M,s,0,0
5280,16,0,0,0,0,M,s,0,0
5300,16,0,0,0,0,M,s,0,0
5320,16,0,0,0,0,M,s,0,0
5340,16,0,0,0,0,M,s,0,0
5360,16,0,0,0,0,M,s,0,0
5380,16,0,0,0,0,M,s,0,0
5400,16,0,0,0,0,M,s,0,0
5420,16,0,0,0,0,M,s,0,0
5440,16,0,0,0,0,M,s,0,0
5460,16,0,0,0,0,M,s,0,0
5480,16,0,0,0,0,M,s,0,0
5500,16,0,0,0,0,M,s,0,0
5520,16,0,0,0,0,M,s,0,0
5540,16,0,0,0,0,M,s,0,0
5560,16,0,0,0,0,M,s,0,0
5580,16,0,0,0,0,M,s,0,0
5600,16,0,0,0,0,M,s,0,0
5620,16,0,0,0,0,M,s,0,0
5640,16,0,0,0,0,M,s,0,0
5660,16,0,0,0,0,M,s,0,0
5680,16,0,0,0,0,M,s,0,0
5700,16,0,0,0,0,M,s,0,0
5720,16,0,0,0,0,M,s,0,0
5740,16,0,0,0,0,M,s,0,0
5760,16,0,0,0,0,M,s,0,0
5780,16,0,0,0,0,M,s,0,0
5800,16,0,0,0,0,M,s,0,0
5820,16,0,0,0,0,M,s,0,0
5840,16,0,0,0,0,M,s,0,0
5860,16,0,0,0,0,M,s,0,0
5880,16,0,0,0,0,M,s,0,0
5900,16,0,0,0,0,M,s,0,0
5920,16,0,0,0,0,M,s,0,0
5940,16,0,0,0,0,M,s,0,0
5960,16,0,0,0,0,M,s,0,0
5980,16,0,0,0,0,M,s,0,0
6000,16,0,0,0,0,M,s,0,0
6020,16,0,0,0,0,M,s,0,0
6040,16,0,0,0,0,M,s,0,0
6060,16,0,0,0,0,M,s,0,0
6080,16,0,0,0,0,M,s,0,0
6100,16,0,0,0,0,M,s,0,0
6120,16,0,0,0,0,M,s,0,0
6140,16,0,0,0,0,M,s,0,0
6160,16,0,0,0,0,M,s,0,0
6180,16,0,0,0,0,M,s,0,0
6200,16,0,0,0,0,M,s,0,0
6220,16,0,0,0,0,M,s,0,0
6240,16,0,0,0,0,M,s,0,0
6260,16,0,0,0,0,M,s,0,0
6280,16,0,0,0,0,M,s,0,0
6300,16,0,0,0,0,M,s,0,0
6320,16,0,0,0,0,M,s,0,0
6340,16,0,0,0,0,M,s,0,0
6360,16,0,0,0,0,M,s,0,0
6380,16,0,0,0,0,M,s,0,0
6400,16,0,0,0,0,M,s,0,0
6420,16,0,0,0,0,M,s,0,0
6440,16,0,0,0,0,M,s,0,0
6460,16,0,0,0,0,M,s,0,0
6480,16,0,0,0,0,M,s,0,0
6500,16,0,0,0,0,M,s,0,0
6520,16,0,0,0,0,M,s,0,0
6540,16,0,0,0,0,M,s,0,0
6560,16,0,0,0,0,M,s,0,0
6580,16,0,0,0,0,M,s,0,0
6600,16,0,0,0,0,M,s,0,0
6620,16,0,0,0,0,M,s,0,0
6640,16,0,0,0,0,M,s,0,0
6660,16,0,0,0,0,M,s,0,0
6680,16,0,0,0,0,M,s,0,0
6700,16,0,0,0,0,M,s,0,0
6720,16,0,0,0,0,M,s,0,0
6740,16,0,0,0,0,M,s,0,0
6760,16,0,0,0,0,M,s,0,0
6780,16,0,0,0,0,M,s,0,0
6800,16,0,0,0,0,M,s,0,0
6820,16,0,0,0,0,M,s,0,0
6840,16,0,0,0,0,M,s,0,0
6860,16,0,0,0,0,M,s,0,0
6880,16,0,0,0,0,M,s,0,0
6900,16,0,0,0,0,M,s,0,0
6920,16,0,0,0,0,M,s,0,0
6940,16,0,0,0,0,M,s,0,0
6960,16,0,0,0,0,M,s,0,0
6980,16,0,0,0,0,M,s,0,0
7000,16,0,0,0,0,M,s,0,0
7020,16,0,0,0,0,M,s,0,0
7040,16,0,0,0,0,M,s,0,0
7060,16,0,0,0,0,M,s,0,0
7080,16,0,0,0,0,M,s,0,0
7100,16,0,0,0,0,M,s,0,0
7120,16,0,0,0,0,M,s,0,0
7140,16,0,0,0,0,M,s,0,0
7160,16,0,0,0,0,M,s,0,0
7180,16,0,0,0,0,M,s,0,0
7200,16,0,0,0,0,M,s,0,0
7220,16,0,0,0,0,M,s,0,0
7240,16,0,0,0,0,M,s,0,0
7260,16,0,0,0,0,M,s,0,0
7280,16,0,0,0,0,M,s,0,0
7300,16,0,0,0,0,M,s,0,0
7320,16,0,0,0,0,M,s,0,0
7340,16,0,0,0,0,M,s,0,0
7360,16,0,0,0,0,M,s,0,0
7380,16,0,0,0,0,M,s,0,0
7400,16,0,0,0,0,M,s,0,0
7420,16,0,0,0,0,M,s,0,0
7440,16,0,0,0,0,M,s,0,0
7460,16,0,0,0,0,M,s,0,0
7480,16,0,0,0,0,M,s,0,0
7500,16,0,0,0,0,M,s,0,0
7520,16,0,0,0,0,M,s,0,0
7540,16,0,0,0,0,M,s,0,0
7560,16,0,0,0,0,M,s,0,0
7580,16,0,0,0,0,M,s,0,0
7600,16,0,0,0,0,M,s,0,0
7620,16,0,0,0,0,M,s,0,0
7640,16,0,0,0,0,M,s,0,0
7660,16,0,0,0,0,M,s,0,0
7680,16,0,0,0,0,M,s,0,0
7700,16,0,0,0,0,M,s,0,0
