t_ms,photo,leftTicks,rightTicks,dLeft,dRight,mode,cmd,leftPWM,rightPWM
6700,80,0,0,0,0,M,s,0,0
6720,90,0,0,0,0,M,s,0,0
6740,82,0,0,0,0,M,s,0,0
6760,88,0,0,0,0,M,s,0,0
6780,85,0,0,0,0,M,s,0,0
6800,81,0,0,0,0,M,s,0,0
6820,89,0,0,0,0,M,s,0,0
6840,81,0,0,0,0,M,s,0,0
6860,89,0,0,0,0,M,s,0,0
6880,85,0,0,0,0,M,s,0,0
6900,81,0,0,0,0,M,s,0,0
6920,89,0,0,0,0,M,s,0,0
6940,81,0,0,0,0,M,s,0,0
6960,90,0,0,0,0,M,s,0,0
6980,84,0,0,0,0,M,s,0,0
7000,82,0,0,0,0,M,s,0,0
7020,88,0,0,0,0,M,s,0,0
7040,81,0,0,0,0,M,s,0,0
7060,90,0,0,0,0,M,s,0,0
7080,84,0,0,0,0,M,s,0,0
7100,83,0,0,0,0,M,s,0,0
7120,88,0,0,0,0,M,s,0,0
7140,80,0,0,0,0,M,s,0,0
7160,91,0,0,0,0,M,s,0,0
7180,83,0,0,0,0,M,s,0,0
7200,84,0,0,0,0,M,s,0,0
7220,87,0,0,0,0,M,s,0,0
7240,80,0,0,0,0,M,s,0,0
7260,91,0,0,0,0,M,s,0,0
7280,83,0,0,0,0,M,s,0,0
7300,85,0,0,0,0,M,s,0,0
7320,87,0,0,0,0,M,s,0,0
7340,79,0,0,0,0,M,s,0,0
7360,91,0,0,0,0,M,s,0,0
7380,82,0,0,0,0,M,s,0,0
7400,86,0,0,0,0,M,s,0,0
7420,86,0,0,0,0,M,s,0,0
7440,79,0,0,0,0,M,s,0,0
7460,91,0,0,0,0,M,s,0,0
7480,82,0,0,0,0,M,s,0,0
7500,86,0,0,0,0,M,s,0,0
7520,85,0,0,0,0,M,s,0,0
7540,79,0,0,0,0,M,s,0,0
7560,90,0,0,0,0,M,s,0,0
7580,81,0,0,0,0,M,s,0,0
7600,87,0,0,0,0,M,s,0,0
7620,85,0,0,0,0,M,s,0,0
7640,79,0,0,0,0,M,s,0,0
7660,89,0,0,0,0,M,s,0,0
7680,81,0,0,0,0,M,s,0,0
7700,87,0,0,0,0,M,s,0,0
7720,84,0,0,0,0,M,s,0,0
7740,80,0,0,0,0,M,s,0,0
7760,88,0,0,0,0,M,s,0,0
7780,80,0,0,0,0,M,s,0,0
7800,88,0,0,0,0,M,s,0,0
7820,83,0,0,0,0,M,s,0,0
7840,80,0,0,0,0,M,s,0,0
7860,88,0,0,0,0,M,s,0,0
7880,80,0,0,0,0,M,s,0,0
7900,88,0,0,0,0,M,s,0,0
7920,83,0,0,0,0,M,s,0,0
7940,81,0,0,0,0,M,s,0,0
7960,87,0,0,0,0,M,s,0,0
7980,79,0,0,0,0,M,s,0,0
8000,88,0,0,0,0,M,s,0,0
8020,82,0,0,0,0,M,s,0,0
8040,81,0,0,0,0,M,s,0,0
8060,86,0,0,0,0,M,s,0,0
8080,79,0,0,0,0,M,s,0,0
8100,88,0,0,0,0,M,s,0,0
8120,81,0,0,0,0,M,s,0,0
8140,82,0,0,0,0,M,s,0,0
8160,85,0,0,0,0,M,s,0,0
8180,78,0,0,0,0,M,s,0,0
8200,89,0,0,0,0,M,s,0,0
8220,80,0,0,0,0,M,s,0,0
8240,83,0,0,0,0,M,s,0,0
8260,84,0,0,0,0,M,s,0,0
8280,77,0,0,0,0,M,s,0,0
8300,88,0,0,0,0,M,s,0,0
8320,80,0,0,0,0,M,s,0,0
8340,82,0,0,0,0,M,s,0,0
8360,83,0,0,0,0,M,s,0,0
8380,77,0,0,0,0,M,s,0,0
8400,88,0,0,0,0,M,s,0,0
8420,79,0,0,0,0,M,s,0,0
8440,83,0,0,0,0,M,s,0,0
8460,82,0,0,0,0,M,s,0,0
8480,76,0,0,0,0,M,s,0,0
8500,87,0,0,0,0,M,s,0,0
8520,78,0,0,0,0,M,s,0,0
8540,83,0,0,0,0,M,s,0,0
8560,81,0,0,0,0,M,s,0,0
8580,76,0,0,0,0,M,s,0,0
8600,86,0,0,0,0,M,s,0,0
8620,78,0,0,0,0,M,s,0,0
8640,84,0,0,0,0,M,s,0,0
8660,81,0,0,0,0,M,s,0,0
8680,77,0,0,0,0,M,s,0,0
8700,85,0,0,0,0,M,s,0,0
8720,77,0,0,0,0,M,s,0,0
8740,84,0,0,0,0,M,s,0,0
8760,80,0,0,0,0,M,s,0,0
8780,77,0,0,0,0,M,s,0,0
8800,85,0,0,0,0,M,s,0,0
8820,77,0,0,0,0,M,s,0,0
8840,85,0,0,0,0,M,s,0,0
8860,80,0,0,0,0,M,s,0,0
8880,78,0,0,0,0,M,s,0,0
8900,84,0,0,0,0,M,s,0,0
8920,76,0,0,0,0,M,s,0,0
8940,85,0,0,0,0,M,s,0,0
8960,79,0,0,0,0,M,s,0,0
8980,79,0,0,0,0,M,s,0,0
9000,83,0,0,0,0,M,s,0,0
9020,76,0,0,0,0,M,s,0,0
9040,86,0,0,0,0,M,s,0,0
9060,79,0,0,0,0,M,s,0,0
9080,80,0,0,0,0,M,s,0,0
9100,83,0,0,0,0,M,s,0,0
9120,76,0,0,0,0,M,s,0,0
9140,86,0,0,0,0,M,s,0,0
9160,79,0,0,0,0,M,s,0,0
9180,80,0,0,0,0,M,s,0,0
9200,82,0,0,0,0,M,s,0,0
9220,76,0,0,0,0,M,s,0,0
9240,87,0,0,0,0,M,s,0,0
9260,78,0,0,0,0,M,s,0,0
9280,81,0,0,0,0,M,s,0,0
9300,82,0,0,0,0,M,s,0,0
9320,76,0,0,0,0,M,s,0,0
9340,86,0,0,0,0,M,s,0,0
9360,78,0,0,0,0,M,s,0,0
9380,81,0,0,0,0,M,s,0,0
9400,81,0,0,0,0,M,s,0,0
9420,75,0,0,0,0,M,s,0,0
9440,86,0,0,0,0,M,s,0,0
9460,78,0,0,0,0,M,s,0,0
9480,82,0,0,0,0,M,s,0,0
9500,81,0,0,0,0,M,s,0,0
9520,75,0,0,0,0,M,s,0,0
9540,85,0,0,0,0,M,s,0,0
9560,77,0,0,0,0,M,s,0,0
9580,82,0,0,0,0,M,s,0,0
9600,80,0,0,0,0,M,s,0,0
9620,76,0,0,0,0,M,s,0,0
9640,85,0,0,0,0,M,s,0,0
9660,77,0,0,0,0,M,s,0,0
9680,83,0,0,0,0,M,s,0,0
9700,80,0,0,0,0,M,s,0,0
9720,76,0,0,0,0,M,s,0,0
9740,84,0,0,0,0,M,s,0,0
9760,76,0,0,0,0,M,s,0,0
9780,83,0,0,0,0,M,s,0,0
9800,79,0,0,0,0,M,s,0,0
9820,76,0,0,0,0,M,s,0,0
9840,83,0,0,0,0,M,s,0,0
9860,76,0,0,0,0,M,s,0,0
9880,84,0,0,0,0,M,s,0,0
9900,79,0,0,0,0,M,s,0,0
9920,78,0,0,0,0,M,s,0,0
9940,83,0,0,0,0,M,s,0,0
9960,76,0,0,0,0,M,s,0,0
9980,85,0,0,0,0,M,s,0,0
10000,79,0,0,0,0,M,s,0,0
10020,78,0,0,0,0,M,s,0,0
10040,82,0,0,0,0,M,s,0,0
10060,76,0,0,0,0,M,s,0,0
10080,85,0,0,0,0,M,s,0,0
10100,78,0,0,0,0,M,s,0,0
10120,79,0,0,0,0,M,s,0,0
10140,82,0,0,0,0,M,s,0,0
10160,76,0,0,0,0,M,s,0,0
10180,86,0,0,0,0,M,s,0,0
10200,78,0,0,0,0,M,s,0,0
10220,80,0,0,0,0,M,s,0,0
10240,82,0,0,0,0,M,s,0,0
10260,75,0,0,0,0,M,s,0,0
10280,86,0,0,0,0,M,s,0,0
10300,78,0,0,0,0,M,s,0,0
10320,80,0,0,0,0,M,s,0,0
10340,81,0,0,0,0,M,s,0,0
10360,75,0,0,0,0,M,s,0,0
10380,86,0,0,0,0,M,s,0,0
10400,77,0,0,0,0,M,s,0,0
10420,81,0,0,0,0,M,s,0,0
10440,81,0,0,0,0,M,s,0,0
10460,75,0,0,0,0,M,s,0,0
10480,85,0,0,0,0,M,s,0,0
10500,77,0,0,0,0,M,s,0,0
10520,82,0,0,0,0,M,s,0,0
10540,80,0,0,0,0,M,s,0,0
10560,75,0,0,0,0,M,s,0,0
10580,85,0,0,0,0,M,s,0,0
10600,77,0,0,0,0,M,s,0,0
10620,83,0,0,0,0,M,s,0,0
10640,80,0,0,0,0,M,s,0,0
10660,76,0,0,0,0,M,s,0,0
10680,85,0,0,0,0,M,s,0,0
10700,77,0,0,0,0,M,s,0,0
10720,83,0,0,0,0,M,s,0,0
10740,80,0,0,0,0,M,s,0,0
10760,76,0,0,0,0,M,s,0,0
10780,84,0,0,0,0,M,s,0,0
10800,77,0,0,0,0,M,s,0,0
10820,84,0,0,0,0,M,s,0,0
10840,79,0,0,0,0,M,s,0,0
10860,77,0,0,0,0,M,s,0,0
10880,84,0,0,0,0,M,s,0,0
10900,76,0,0,0,0,M,s,0,0
10920,85,0,0,0,0,M,s,0,0
10940,79,0,0,0,0,M,s,0,0
10960,78,0,0,0,0,M,s,0,0
10980,83,0,0,0,0,M,s,0,0
11000,76,0,0,0,0,M,s,0,0
11020,85,0,0,0,0,M,s,0,0
11040,79,0,0,0,0,M,s,0,0
11060,79,0,0,0,0,M,s,0,0
11080,82,0,0,0,0,M,s,0,0
11100,76,0,0,0,0,M,s,0,0
11120,86,0,0,0,0,M,s,0,0
11140,78,0,0,0,0,M,s,0,0
11160,79,0,0,0,0,M,s,0,0
11180,82,0,0,0,0,M,s,0,0
11200,75,0,0,0,0,M,s,0,0
11220,86,0,0,0,0,M,s,0,0
11240,78,0,0,0,0,M,s,0,0
11260,79,0,0,0,0,M,s,0,0
11280,81,0,0,0,0,M,s,0,0
11300,75,0,0,0,0,M,s,0,0
11320,86,0,0,0,0,M,s,0,0
11340,77,0,0,0,0,M,s,0,0
11360,80,0,0,0,0,M,s,0,0
11380,81,0,0,0,0,M,s,0,0
11400,75,0,0,0,0,M,s,0,0
11420,86,0,0,0,0,M,s,0,0
11440,77,0,0,0,0,M,s,0,0
11460,81,0,0,0,0,M,s,0,0
11480,80,0,0,0,0,M,s,0,0
11500,75,0,0,0,0,M,s,0,0
11520,85,0,0,0,0,M,s,0,0
11540,77,0,0,0,0,M,s,0,0
11560,82,0,0,0,0,M,s,0,0
11580,80,0,0,0,0,M,s,0,0
11600,75,0,0,0,0,M,s,0,0
11620,85,0,0,0,0,M,s,0,0
11640,77,0,0,0,0,M,s,0,0
11660,82,0,0,0,0,M,s,0,0
11680,80,0,0,0,0,M,s,0,0
11700,75,0,0,0,0,M,s,0,0
11720,84,0,0,0,0,M,s,0,0
11740,76,0,0,0,0,M,s,0,0
11760,83,0,0,0,0,M,s,0,0
11780,79,0,0,0,0,M,s,0,0
11800,76,0,0,0,0,M,s,0,0
11820,84,0,0,0,0,M,s,0,0
11840,76,0,0,0,0,M,s,0,0
11860,83,0,0,0,0,M,s,0,0
11880,79,0,0,0,0,M,s,0,0
11900,77,0,0,0,0,M,s,0,0
11920,83,0,0,0,0,M,s,0,0
11940,76,0,0,0,0,M,s,0,0
11960,84,0,0,0,0,M,s,0,0
11980,79,0,0,0,0,M,s,0,0
12000,77,0,0,0,0,M,s,0,0
12020,83,0,0,0,0,M,s,0,0
12040,76,0,0,0,0,M,s,0,0
12060,85,0,0,0,0,M,s,0,0
12080,79,0,0,0,0,M,s,0,0
12100,78,0,0,0,0,M,s,0,0
12120,82,0,0,0,0,M,s,0,0
12140,76,0,0,0,0,M,s,0,0
12160,85,0,0,0,0,M,s,0,0
12180,78,0,0,0,0,M,s,0,0
12200,79,0,0,0,0,M,s,0,0
12220,82,0,0,0,0,M,s,0,0
12240,75,0,0,0,0,M,s,0,0
12260,86,0,0,0,0,M,s,0,0
12280,78,0,0,0,0,M,s,0,0
12300,80,0,0,0,0,M,s,0,0
12320,81,0,0,0,0,M,s,0,0
12340,75,0,0,0,0,M,s,0,0
12360,86,0,0,0,0,M,s,0,0
12380,78,0,0,0,0,M,s,0,0
12400,80,0,0,0,0,M,s,0,0
12420,81,0,0,0,0,M,s,0,0
12440,75,0,0,0,0,M,s,0,0
12460,86,0,0,0,0,M,s,0,0
12480,77,0,0,0,0,M,s,0,0
12500,81,0,0,0,0,M,s,0,0
12520,81,0,0,0,0,M,s,0,0
12540,75,0,0,0,0,M,s,0,0
12560,85,0,0,0,0,M,s,0,0
