t_ms,photo,leftTicks,rightTicks,dLeft,dRight,mode,cmd,leftPWM,rightPWM
181520,308,0,0,0,0,M,x,0,0
181540,309,0,0,0,0,M,x,0,0
181560,308,0,0,0,0,M,x,0,0
181580,309,0,0,0,0,M,x,0,0
181600,309,0,0,0,0,M,x,0,0
181620,308,0,0,0,0,M,x,0,0
181640,309,0,0,0,0,M,x,0,0
181660,308,0,0,0,0,M,x,0,0
181680,309,0,0,0,0,M,x,0,0
181700,309,0,0,0,0,M,x,0,0
181720,308,0,0,0,0,M,x,0,0
181740,309,0,0,0,0,M,x,0,0
181760,308,0,0,0,0,M,x,0,0
181780,309,0,0,0,0,M,x,0,0
181800,309,0,0,0,0,M,x,0,0
181820,308,0,0,0,0,M,x,0,0
181840,309,0,0,0,0,M,x,0,0
181860,308,0,0,0,0,M,x,0,0
181880,309,0,0,0,0,M,x,0,0
181900,309,0,0,0,0,M,x,0,0
181920,308,0,0,0,0,M,x,0,0
181940,309,0,0,0,0,M,x,0,0
181960,308,0,0,0,0,M,x,0,0
181980,309,0,0,0,0,M,x,0,0
182000,308,0,0,0,0,M,x,0,0
182020,308,0,0,0,0,M,x,0,0
182040,309,0,0,0,0,M,x,0,0
182060,308,0,0,0,0,M,x,0,0
182080,309,0,0,0,0,M,x,0,0
182100,308,0,0,0,0,M,x,0,0
182120,308,0,0,0,0,M,x,0,0
182140,309,0,0,0,0,M,x,0,0
182160,308,0,0,0,0,M,x,0,0
182180,309,0,0,0,0,M,x,0,0
182200,308,0,0,0,0,M,x,0,0
182220,308,0,0,0,0,M,x,0,0
182240,309,0,0,0,0,M,x,0,0
182260,308,0,0,0,0,M,x,0,0
182280,309,0,0,0,0,M,x,0,0
182300,308,0,0,0,0,M,x,0,0
182320,308,0,0,0,0,M,x,0,0
182340,309,0,0,0,0,M,x,0,0
182360,308,0,0,0,0,M,x,0,0
182380,309,0,0,0,0,M,x,0,0
182400,308,0,0,0,0,M,x,0,0
182420,308,0,0,0,0,M,x,0,0
182440,309,0,0,0,0,M,x,0,0
182460,308,0,0,0,0,M,x,0,0
182480,309,0,0,0,0,M,x,0,0
182500,309,0,0,0,0,M,x,0,0
182520,309,0,0,0,0,M,x,0,0
182540,309,0,0,0,0,M,x,0,0
182560,309,0,0,0,0,M,x,0,0
182580,309,0,0,0,0,M,x,0,0
182600,309,0,0,0,0,M,x,0,0
182620,309,0,0,0,0,M,x,0,0
182640,309,0,0,0,0,M,x,0,0
182660,308,0,0,0,0,M,x,0,0
182680,309,0,0,0,0,M,x,0,0
182700,309,0,0,0,0,M,x,0,0
182720,309,0,0,0,0,M,x,0,0
182740,309,0,0,0,0,M,x,0,0
182760,309,0,0,0,0,M,x,0,0
182780,309,0,0,0,0,M,m,0,0
182800,309,0,0,0,0,M,m,0,0
182820,309,0,0,0,0,M,m,0,0
182840,309,0,0,0,0,M,m,0,0
182860,308,0,0,0,0,M,m,0,0
182880,309,0,0,0,0,M,m,0,0
182900,309,0,0,0,0,M,m,0,0
182920,309,0,0,0,0,M,m,0,0
182940,309,0,0,0,0,M,m,0,0
182960,308,0,0,0,0,M,m,0,0
182980,309,0,0,0,0,M,m,0,0
183000,308,0,0,0,0,M,m,0,0
183020,309,0,0,0,0,M,m,0,0
183040,309,0,0,0,0,M,m,0,0
183060,308,0,0,0,0,M,m,0,0
183080,309,0,0,0,0,M,m,0,0
183100,308,0,0,0,0,M,m,0,0
183120,308,0,0,0,0,M,m,0,0
183140,309,0,0,0,0,M,m,0,0
183160,308,0,0,0,0,M,m,0,0
183180,309,0,0,0,0,M,m,0,0
183200,308,0,0,0,0,M,m,0,0
183220,309,0,0,0,0,M,m,0,0
183240,309,0,0,0,0,M,m,0,0
183260,308,0,0,0,0,M,m,0,0
183280,309,0,0,0,0,M,m,0,0
183300,308,0,0,0,0,M,m,0,0
183320,309,0,0,0,0,M,m,0,0
183340,309,0,0,0,0,M,m,0,0
183360,308,0,0,0,0,M,m,0,0
183380,309,0,0,0,0,M,m,0,0
183400,308,0,0,0,0,M,w,200,170
183420,309,0,0,0,0,M,w,200,170
183440,310,0,0,0,0,M,w,200,170
183460,310,0,0,0,0,M,w,200,170
183480,311,0,0,0,0,M,w,200,170
183500,309,0,0,0,0,M,w,200,170
183520,309,0,0,0,0,M,w,200,170
183540,309,0,0,0,0,M,w,200,170
183560,307,0,0,0,0,M,w,200,170
183580,308,0,0,0,0,M,w,200,170
183600,307,0,0,0,0,M,w,200,170
183620,306,0,0,0,0,M,w,200,170
183640,304,0,0,0,0,M,w,200,170
183660,302,0,0,0,0,M,w,200,170
183680,302,0,0,0,0,M,w,200,170
183700,301,0,0,0,0,M,w,200,170
183720,300,0,0,0,0,M,w,200,170
183740,299,0,0,0,0,M,w,200,170
183760,299,0,0,0,0,M,w,200,170
183780,300,0,0,0,0,M,w,200,170
183800,300,0,0,0,0,M,w,200,170
183820,299,0,0,0,0,M,w,200,170
183840,297,0,0,0,0,M,w,200,170
183860,295,0,0,0,0,M,w,200,170
183880,293,0,0,0,0,M,w,200,170
183900,292,0,0,0,0,M,w,200,170
183920,290,0,0,0,0,M,w,200,170
183940,289,0,0,0,0,M,w,200,170
183960,287,0,0,0,0,M,w,200,170
183980,287,0,0,0,0,M,w,200,170
184000,285,0,0,0,0,M,w,200,170
184020,285,0,0,0,0,M,w,200,170
184040,285,0,0,0,0,M,w,200,170
184060,284,0,0,0,0,M,w,200,170
184080,284,0,0,0,0,M,w,200,170
184100,283,0,0,0,0,M,w,200,170
184120,284,0,0,0,0,M,x,0,0
184140,285,0,0,0,0,M,x,0,0
184160,285,0,0,0,0,M,x,0,0
184180,286,0,0,0,0,M,x,0,0
184200,285,0,0,0,0,M,x,0,0
184220,287,0,0,0,0,M,x,0,0
184240,288,0,0,0,0,M,x,0,0
184260,288,0,0,0,0,M,x,0,0
184280,289,0,0,0,0,M,x,0,0
184300,289,0,0,0,0,M,x,0,0
184320,290,0,0,0,0,M,x,0,0
184340,290,0,0,0,0,M,x,0,0
184360,290,0,0,0,0,M,x,0,0
184380,290,0,0,0,0,M,x,0,0
184400,289,0,0,0,0,M,x,0,0
184420,289,0,0,0,0,M,x,0,0
184440,289,0,0,0,0,M,x,0,0
184460,289,0,0,0,0,M,x,0,0
184480,289,0,0,0,0,M,x,0,0
184500,289,0,0,0,0,M,x,0,0
184520,289,0,0,0,0,M,x,0,0
184540,289,0,0,0,0,M,x,0,0
184560,288,0,0,0,0,M,x,0,0
184580,288,0,0,0,0,M,x,0,0
184600,288,0,0,0,0,M,x,0,0
184620,288,0,0,0,0,M,x,0,0
