t_ms,photo,leftTicks,rightTicks,dLeft,dRight,mode,cmd,leftPWM,rightPWM
4840,281,0,0,0,0,M,x,0,0
4860,281,0,0,0,0,M,x,0,0
4880,281,0,0,0,0,M,x,0,0
4900,281,0,0,0,0,M,x,0,0
4920,281,0,0,0,0,M,x,0,0
4940,281,0,0,0,0,M,x,0,0
4960,281,0,0,0,0,M,x,0,0
4980,281,0,0,0,0,M,x,0,0
5000,281,0,0,0,0,M,x,0,0
5020,281,0,0,0,0,M,x,0,0
5040,281,0,0,0,0,M,x,0,0
5060,281,0,0,0,0,M,x,0,0
5080,281,0,0,0,0,M,x,0,0
5100,281,0,0,0,0,M,x,0,0
5120,281,0,0,0,0,M,x,0,0
5140,281,0,0,0,0,M,x,0,0
5160,281,0,0,0,0,M,x,0,0
5180,281,0,0,0,0,M,x,0,0
5200,281,0,0,0,0,M,x,0,0
5220,281,0,0,0,0,M,x,0,0
5240,281,0,0,0,0,M,x,0,0
5260,281,0,0,0,0,M,x,0,0
5280,281,0,0,0,0,M,x,0,0
5300,281,0,0,0,0,M,x,0,0
5320,281,0,0,0,0,M,x,0,0
5340,281,0,0,0,0,M,x,0,0
5360,281,0,0,0,0,M,x,0,0
5380,281,0,0,0,0,M,x,0,0
5400,281,0,0,0,0,M,x,0,0
5420,281,0,0,0,0,M,x,0,0
5440,281,0,0,0,0,M,x,0,0
5460,281,0,0,0,0,M,x,0,0
5480,281,0,0,0,0,M,x,0,0
5500,281,0,0,0,0,M,x,0,0
5520,280,0,0,0,0,M,x,0,0
5540,281,0,0,0,0,M,x,0,0
5560,281,0,0,0,0,M,x,0,0
5580,281,0,0,0,0,M,x,0,0
5600,281,0,0,0,0,M,x,0,0
5620,280,0,0,0,0,M,x,0,0
5640,281,0,0,0,0,M,x,0,0
5660,281,0,0,0,0,M,x,0,0
5680,280,0,0,0,0,M,x,0,0
5700,281,0,0,0,0,M,x,0,0
5720,280,0,0,0,0,M,x,0,0
5740,281,0,0,0,0,M,x,0,0
5760,280,0,0,0,0,M,x,0,0
5780,281,0,0,0,0,M,x,0,0
5800,281,0,0,0,0,M,x,0,0
5820,280,0,0,0,0,M,x,0,0
5840,281,0,0,0,0,M,x,0,0
5860,280,0,0,0,0,M,x,0,0
5880,280,0,0,0,0,M,x,0,0
5900,281,0,0,0,0,M,x,0,0
5920,280,0,0,0,0,M,x,0,0
5940,281,0,0,0,0,M,x,0,0
5960,280,0,0,0,0,M,x,0,0
5980,280,0,0,0,0,M,x,0,0
6000,281,0,0,0,0,M,x,0,0
6020,280,0,0,0,0,M,x,0,0
6040,281,0,0,0,0,M,x,0,0
6060,280,0,0,0,0,M,x,0,0
6080,280,0,0,0,0,M,x,0,0
6100,281,0,0,0,0,M,x,0,0
6120,280,0,0,0,0,M,x,0,0
6140,281,0,0,0,0,M,x,0,0
6160,280,0,0,0,0,M,x,0,0
6180,281,0,0,0,0,M,x,0,0
6200,280,0,0,0,0,M,x,0,0
6220,280,0,0,0,0,M,x,0,0
6240,281,0,0,0,0,M,x,0,0
6260,280,0,0,0,0,M,x,0,0
6280,281,0,0,0,0,M,x,0,0
6300,281,0,0,0,0,M,x,0,0
6320,280,0,0,0,0,M,x,0,0
6340,281,0,0,0,0,M,x,0,0
6360,281,0,0,0,0,M,x,0,0
6380,281,0,0,0,0,M,x,0,0
6400,281,0,0,0,0,M,x,0,0
6420,280,0,0,0,0,M,x,0,0
6440,281,0,0,0,0,M,x,0,0
6460,280,0,0,0,0,M,x,0,0
6480,281,0,0,0,0,M,x,0,0
6500,281,0,0,0,0,M,x,0,0
6520,280,0,0,0,0,M,x,0,0
6540,281,0,0,0,0,M,x,0,0
6560,280,0,0,0,0,M,x,0,0
6580,281,0,0,0,0,M,m,0,0
6600,281,0,0,0,0,M,m,0,0
6620,281,0,0,0,0,M,m,0,0
6640,281,0,0,0,0,M,m,0,0
