t_ms,photo,leftTicks,rightTicks,dLeft,dRight,mode,cmd,leftPWM,rightPWM
6100,275,0,0,0,0,M,x,0,0
6120,275,0,0,0,0,M,x,0,0
6140,275,0,0,0,0,M,x,0,0
6160,275,0,0,0,0,M,x,0,0
6180,275,0,0,0,0,M,x,0,0
6200,275,0,0,0,0,M,x,0,0
6220,275,0,0,0,0,M,x,0,0
6240,275,0,0,0,0,M,x,0,0
6260,275,0,0,0,0,M,x,0,0
6280,275,0,0,0,0,M,x,0,0
6300,275,0,0,0,0,M,x,0,0
6320,275,0,0,0,0,M,x,0,0
6340,275,0,0,0,0,M,x,0,0
6360,275,0,0,0,0,M,x,0,0
6380,275,0,0,0,0,M,x,0,0
6400,275,0,0,0,0,M,x,0,0
6420,275,0,0,0,0,M,x,0,0
6440,275,0,0,0,0,M,x,0,0
6460,275,0,0,0,0,M,x,0,0
6480,275,0,0,0,0,M,x,0,0
6500,275,0,0,0,0,M,x,0,0
6520,275,0,0,0,0,M,x,0,0
6540,275,0,0,0,0,M,x,0,0
6560,275,0,0,0,0,M,x,0,0
6580,275,0,0,0,0,M,x,0,0
6600,275,0,0,0,0,M,x,0,0
6620,275,0,0,0,0,M,x,0,0
6640,275,0,0,0,0,M,x,0,0
6660,275,0,0,0,0,M,x,0,0
6680,275,0,0,0,0,M,x,0,0
6700,275,0,0,0,0,M,x,0,0
6720,275,0,0,0,0,M,x,0,0
6740,275,0,0,0,0,M,x,0,0
6760,275,0,0,0,0,M,x,0,0
6780,276,0,0,0,0,M,x,0,0
6800,275,0,0,0,0,M,x,0,0
6820,275,0,0,0,0,M,x,0,0
6840,275,0,0,0,0,M,x,0,0
6860,275,0,0,0,0,M,x,0,0
6880,275,0,0,0,0,M,x,0,0
6900,275,0,0,0,0,M,x,0,0
6920,275,0,0,0,0,M,x,0,0
6940,275,0,0,0,0,M,x,0,0
6960,275,0,0,0,0,M,x,0,0
6980,275,0,0,0,0,M,x,0,0
7000,275,0,0,0,0,M,x,0,0
7020,275,0,0,0,0,M,x,0,0
7040,275,0,0,0,0,M,x,0,0
7060,275,0,0,0,0,M,x,0,0
7080,275,0,0,0,0,M,x,0,0
7100,275,0,0,0,0,M,x,0,0
7120,275,0,0,0,0,M,x,0,0
7140,275,0,0,0,0,M,x,0,0
7160,275,0,0,0,0,M,x,0,0
7180,275,0,0,0,0,M,x,0,0
7200,275,0,0,0,0,M,x,0,0
7220,275,0,0,0,0,M,x,0,0
7240,275,0,0,0,0,M,x,0,0
7260,275,0,0,0,0,M,x,0,0
7280,275,0,0,0,0,M,x,0,0
7300,275,0,0,0,0,M,x,0,0
7320,275,0,0,0,0,M,x,0,0
7340,275,0,0,0,0,M,x,0,0
7360,275,0,0,0,0,M,x,0,0
7380,275,0,0,0,0,M,x,0,0
7400,275,0,0,0,0,M,x,0,0
7420,275,0,0,0,0,M,x,0,0
7440,275,0,0,0,0,M,x,0,0
7460,275,0,0,0,0,M,x,0,0
7480,275,0,0,0,0,M,x,0,0
7500,275,0,0,0,0,M,x,0,0
7520,275,0,0,0,0,M,x,0,0
7540,275,0,0,0,0,M,x,0,0
7560,275,0,0,0,0,M,x,0,0
7580,275,0,0,0,0,M,x,0,0
7600,275,0,0,0,0,M,x,0,0
7620,275,0,0,0,0,M,x,0,0
7640,275,0,0,0,0,M,x,0,0
7660,275,0,0,0,0,M,x,0,0
7680,276,0,0,0,0,M,x,0,0
7700,275,0,0,0,0,M,x,0,0
7720,275,0,0,0,0,M,x,0,0
7740,275,0,0,0,0,M,x,0,0
7760,275,0,0,0,0,M,x,0,0
7780,275,0,0,0,0,M,x,0,0
